"name";"lat";"lng";"population";"iso3";"province"
"Lota";-37.08958494;-73.1600153;32702;"CHL";"Bío-Bío"
"Lebu";-37.6095532;-73.64998539;16624.5;"CHL";"Bío-Bío"
"Quellon";-43.09960569;-73.59998845;7029;"CHL";"Los Lagos"
"Constitucion";-35.32958901;-72.41998295;26902.5;"CHL";"Maule"
"Villa O'Higgins";-48.46790851;-72.55997441;175;"CHL";"Santa Cruz"
"Puerto Aisen";-45.3999304;-72.70001754;8067;"CHL";"Aisén del General Carlos Ibáñez del Campo"
"Puerto Natales";-51.71830442;-72.51168278;10393;"CHL";"Magallanes y Antártica Chilena"
"Puerto Williams";-54.93330198;-67.61671025;2381;"CHL";"Magallanes y Antártica Chilena"
"Temuco";-38.73000161;-72.57999903;252015;"CHL";"La Araucanía"
"Tocopilla";-22.09003538;-70.18998987;22355.5;"CHL";"Antofagasta"
"Calama";-22.45001341;-68.91998987;134336.5;"CHL";"Antofagasta"
"Mejillones";-23.09999957;-70.44999984;2041;"CHL";"Antofagasta"
"Taltal";-25.40001422;-70.47002446;8947.5;"CHL";"Antofagasta"
"Vallenar";-28.57000161;-70.76000676;37876.5;"CHL";"Atacama"
"Chanaral";-29.03002521;-71.43001754;13543;"CHL";"Atacama"
"Ovalle";-30.59003335;-71.20005742;72984;"CHL";"Coquimbo"
"Chillan";-36.60000242;-72.10599695;149874;"CHL";"Bío-Bío"
"Rancagua";-34.17002155;-70.73998214;222981.5;"CHL";"Libertador General Bernardo O'Higgins"
"Osorno";-40.56999266;-73.1600153;144952;"CHL";"Los Lagos"
"Ancud";-41.86996499;-73.82997441;24241;"CHL";"Los Lagos"
"Talca";-35.45500771;-71.67000289;186283.5;"CHL";"Maule"
"Curico";-34.97999795;-71.24002914;108074.5;"CHL";"Maule"
"Coihaique";-45.56999754;-72.07000431;43221;"CHL";"Aisén del General Carlos Ibáñez del Campo"
"Arica";-18.50002195;-70.28998377;178446.5;"CHL";"Arica y Parinacota"
"Copiapo";-27.35999795;-70.33998071;117316.5;"CHL";"Atacama"
"La Serena";-29.89999795;-71.24997685;151290;"CHL";"Coquimbo"
"Los Angeles";-37.46000161;-72.35998661;135334.5;"CHL";"Bío-Bío"
"Punta Arenas";-53.16498615;-70.93999577;106296;"CHL";"Magallanes y Antártica Chilena"
"Iquique";-20.24999266;-70.12996769;223012;"CHL";"Tarapacá"
"Antofagasta";-23.64999184;-70.40000289;295539;"CHL";"Antofagasta"
"Valparaiso";-33.04776447;-71.62101363;434969;"CHL";"Valparaíso"
"Valdivia";-39.7950012;-73.24502303;146509;"CHL";"Los Ríos"
"Concepcion";-36.83001422;-73.05002202;550864;"CHL";"Bío-Bío"
"Puerto Montt";-41.4699894;-72.92997766;167341.5;"CHL";"Los Lagos"
"Santiago";-33.45001382;-70.66704085;2883305.5;"CHL";"Región Metropolitana de Santiago"
"Yumen";39.83003522;97.72999304;233097;"CHN";"Gansu"
"Linxia";35.60000917;103.2000468;368478.5;"CHN";"Gansu"
"Zhuozhou";39.54005292;115.789976;415000;"CHN";"Beijing"
"Sanming";26.2299868;117.5800476;104941.5;"CHN";"Fujian"
"Huizhou";23.07997235;114.3999833;289201;"CHN";"Guangdong"
"Chaozhou";23.68003908;116.630028;424787;"CHN";"Guangdong"
"Gyangze";28.95000165;89.63332963;10000;"CHN";"Xizang"
"Dali";34.79525209;109.937775;109696;"CHN";"Shaanxi"
"Yangquan";37.86997398;113.5700081;851801.5;"CHN";"Shanxi"
"Shiyan";32.57003908;110.7799975;653823.5;"CHN";"Hubei"
"Danjiangkou";32.5200163;111.5000052;92008;"CHN";"Hubei"
"Shashi";30.32002138;112.2299865;509390;"CHN";"Hubei"
"Anlu";31.26998924;113.670002;71198;"CHN";"Hubei"
"Zixing";25.96997683;113.4000443;6618;"CHN";"Hunan"
"Deyang";31.13333091;104.3999735;152194;"CHN";"Sichuan"
"Tengchong";25.03331565;98.46658891;126058;"CHN";"Yunnan"
"Mengzi";23.3619448;103.4061324;303341;"CHN";"Yunnan"
"Chuxiong";25.03641624;101.5455741;254370;"CHN";"Yunnan"
"Hengshui";37.71998313;115.7000073;456356;"CHN";"Hebei"
"Xuanhua";40.59440716;115.0243379;391583.5;"CHN";"Hebei"
"Luohe";33.57000388;114.02998;417356;"CHN";"Henan"
"Beipiao";41.81001772;120.7600085;191757;"CHN";"Liaoning"
"Wafangdian";39.62591331;121.9959537;303217.5;"CHN";"Liaoning"
"Zhucheng";35.98995953;119.3800927;881963.5;"CHN";"Shandong"
"Hangu";39.23195803;117.7769864;270581;"CHN";"Tianjin"
"Xinyi";34.38000612;118.3500264;962656;"CHN";"Jiangsu"
"Yangzhou";32.39999778;119.4300122;539715;"CHN";"Jiangsu"
"Linhai";28.85000775;121.1199865;202348;"CHN";"Zhejiang"
"Huangyan";28.65001996;121.2500044;174580.5;"CHN";"Zhejiang"
"Daan";45.49999921;124.2999991;84795.5;"CHN";"Jilin"
"Changling";44.26999676;123.9899922;46703.5;"CHN";"Jilin"
"Tonghua";41.67997398;125.7499882;27227;"CHN";"Jilin"
"Baishan";41.90001223;126.4299983;330000;"CHN";"Jilin"
"Yanji";42.88230369;129.5127559;407848.5;"CHN";"Jilin"
"Ergun Zuoqi";50.78332013;121.5166548;42849;"CHN";"Nei Mongol"
"Shangdu";41.54943931;113.5338863;18831;"CHN";"Nei Mongol"
"Orongen Zizhiqi";50.56666669;123.7166756;40128;"CHN";"Nei Mongol"
"Zalantun";48.00000165;122.7199922;135128;"CHN";"Nei Mongol"
"Wuchuan";41.09551353;111.4408357;23776;"CHN";"Nei Mongol"
"Hanggin Houqi";40.88469952;107.140013;39954;"CHN";"Nei Mongol"
"Anda";46.39999595;125.3200402;181402;"CHN";"Heilongjiang"
"Qinggang";46.69002993;126.1000443;60955;"CHN";"Heilongjiang"
"Angangxi";47.16005292;123.8000297;24317;"CHN";"Heilongjiang"
"Hulan Ergi";47.20997235;123.6100154;277671.5;"CHN";"Heilongjiang"
"Qingan";46.87185345;127.5118444;53206;"CHN";"Heilongjiang"
"Baiquan";47.60183474;126.0818542;52679.5;"CHN";"Heilongjiang"
"Suileng";47.24599082;127.1059777;57456.5;"CHN";"Heilongjiang"
"Linkou";45.28189882;130.2518839;66426.5;"CHN";"Heilongjiang"
"Longxi";35.04763979;104.6394421;355037;"CHN";"Gansu"
"Pingliang";35.53037518;106.6800927;157706;"CHN";"Gansu"
"Anxi";40.50043357;95.79998165;17886;"CHN";"Gansu"
"Minxian";34.4361784;104.0305904;67826;"CHN";"Gansu"
"Jinchang";38.49569806;102.1739078;141670;"CHN";"Gansu"
"Guide";36.04509829;101.4241862;7642;"CHN";"Gansu"
"Qinzhou";21.95042889;108.6199743;173186;"CHN";"Guangxi"
"Pingxiang";22.09737083;106.7566772;31109;"CHN";"Guangxi"
"Yishan";24.50037661;108.6666898;47062;"CHN";"Guangxi"
"Beihai";21.4804059;109.1000484;567289;"CHN";"Guangxi"
"Hechi";23.09653465;109.6091129;3275189.5;"CHN";"Guangxi"
"Tongren";27.68041506;109.1300207;104441.5;"CHN";"Guizhou"
"Fengjie";31.05044191;109.5166638;49168;"CHN";"Chongqing"
"Changping";40.22476564;116.1943957;372410.5;"CHN";"Beijing"
"Shaowu";27.30038658;117.5000008;56889.5;"CHN";"Fujian"
"Longyan";25.18041262;117.0300036;367896;"CHN";"Fujian"
"Zhangzhou";24.52037539;117.6700162;2434799.5;"CHN";"Fujian"
"Putian";25.43034568;119.0200114;376558;"CHN";"Fujian"
"Fuan";27.07042645;119.6200264;81761.5;"CHN";"Fujian"
"Changting";25.8669857;116.3166621;87458;"CHN";"Fujian"
"Nanping";26.63037579;118.1699857;192364;"CHN";"Fujian"
"Ninde";26.68037274;119.5300577;189623.5;"CHN";"Fujian"
"Jieshou";33.25043683;115.3500028;141993;"CHN";"Anhui"
"Tongling";30.95044802;117.7800354;437710;"CHN";"Anhui"
"Maanshan";31.73040041;118.4800443;1000121;"CHN";"Anhui"
"Fuyang";32.90040651;115.82;170023;"CHN";"Anhui"
"Yangjiang";21.85040916;111.9700024;751181.5;"CHN";"Guangdong"
"Meizhou";24.30049217;116.1199816;279571;"CHN";"Guangdong"
"Heyuan";23.7304236;114.6800179;269280.5;"CHN";"Guangdong"
"Qingyuan";23.7003996;113.0300927;706717;"CHN";"Guangdong"
"Zhaoqing";23.05041343;112.4500248;420984.5;"CHN";"Guangdong"
"Lianxian";24.78152224;112.3825354;148233;"CHN";"Guangdong"
"Jiangmen";22.58039044;113.0800122;532419;"CHN";"Guangdong"
"Maoming";21.92040489;110.8700179;1217715;"CHN";"Guangdong"
"Gar";32.20039756;79.98332434;5250;"CHN";"Xizang"
"Turpan";42.93537539;89.1650378;178863.5;"CHN";"Xinjiang Uygur"
"Quiemo";38.13375633;85.53332149;32494;"CHN";"Xinjiang Uygur"
"Koktokay";47.00037274;89.46662146;60000;"CHN";"Xinjiang Uygur"
"Hancheng";35.47043052;110.429993;140092;"CHN";"Shaanxi"
"Weinan";34.50043805;109.5000756;172321;"CHN";"Shaanxi"
"Shuozhou";39.30037762;112.4200008;408068.5;"CHN";"Shanxi"
"Xinzhou";38.41043194;112.7199825;216805;"CHN";"Shanxi"
"Jincheng";35.50037701;112.8300016;520000;"CHN";"Shanxi"
"Jiexiu";37.04002464;111.8999808;77178;"CHN";"Shanxi"
"Changzhi";36.18387534;113.1052819;706000;"CHN";"Shanxi"
"Guangshui";31.62038129;114.0000077;145885.5;"CHN";"Hubei"
"Jingmen";31.03039146;112.1000203;400000;"CHN";"Hubei"
"Zicheng";30.30043601;111.5000052;198212.5;"CHN";"Hubei"
"Shishou";29.70039512;112.400002;177099;"CHN";"Hubei"
"Xiaogan";30.92039817;113.9000138;160437;"CHN";"Hubei"
"Puqi";29.72041974;113.880015;169027.5;"CHN";"Hubei"
"Yunxian";32.80816408;110.8136389;133558;"CHN";"Hubei"
"Jinshi";29.63210472;111.851715;178453;"CHN";"Hunan"
"Chenzhou";25.80042645;113.0300927;251017.5;"CHN";"Hunan"
"Zhijiang";27.44094647;109.6780493;113907;"CHN";"Hunan"
"Xiangtan";27.85043052;112.9000232;2183454;"CHN";"Hunan"
"Zigong";29.40000002;104.780002;897480.5;"CHN";"Sichuan"
"Yaan";29.98042971;103.0800024;340000;"CHN";"Sichuan"
"Langzhong";31.57593955;105.9655627;60542;"CHN";"Sichuan"
"Rongzhag";30.95044802;101.9166626;52500;"CHN";"Sichuan"
"Simao";22.78068829;100.9781669;162725;"CHN";"Yunnan"
"Wenshan";23.3723576;104.2496984;108396;"CHN";"Yunnan"
"Zhanyi";25.6004645;103.8166499;652604;"CHN";"Yunnan"
"Huize";26.35041872;103.4166744;5170;"CHN";"Yunnan"
"Chengde";40.96037966;117.9300004;377629;"CHN";"Hebei"
"Cangzhou";38.32038576;116.8700134;527681;"CHN";"Hebei"
"Baoding";38.87042971;115.4800207;1051326;"CHN";"Hebei"
"Huanghua";38.37043439;117.330037;104243;"CHN";"Hebei"
"Dingzhou";38.50042645;114.9999983;152934;"CHN";"Hebei"
"Nangong";37.37039207;115.3700016;82386;"CHN";"Hebei"
"Linqing";36.85039797;115.6800085;110046;"CHN";"Hebei"
"Xiangtai";37.04997235;114.5000288;611739;"CHN";"Hebei"
"Puyang";35.70039064;114.9799996;666322;"CHN";"Henan"
"Hebi";35.95037539;114.2200459;244662;"CHN";"Henan"
"Xuchang";34.02038983;113.8200187;449258;"CHN";"Henan"
"Zhoukou";33.63041363;114.6300468;377061;"CHN";"Henan"
"Dengzhou";32.68036826;112.0800215;59338;"CHN";"Henan"
"Tieling";42.30037539;123.8199768;336953.5;"CHN";"Liaoning"
"Chaoyang";41.55042116;120.4199776;440150.5;"CHN";"Liaoning"
"Huanren";41.25633059;125.3459818;91384;"CHN";"Liaoning"
"Zhuanghe";39.6822923;122.9618896;170947;"CHN";"Liaoning"
"Yishui";35.79043683;118.6199841;94115;"CHN";"Shandong"
"Shanxian";34.79042035;116.0799841;74459;"CHN";"Shandong"
"Pingyi";35.51042808;117.6200451;78254;"CHN";"Shandong"
"Pingdu";36.79037579;119.9400069;91077;"CHN";"Shandong"
"Laiwu";36.2004118;117.6600427;124108;"CHN";"Shandong"
"Buizhou";37.37039207;118.0200207;115893;"CHN";"Shandong"
"Liaocheng";36.4304236;115.9700166;226930;"CHN";"Shandong"
"Rizhao";35.43038129;119.4500109;555693.5;"CHN";"Shandong"
"Dezhou";37.45041302;116.3000223;379555;"CHN";"Shandong"
"Linchuan";27.97034568;116.3600187;241104;"CHN";"Jiangxi"
"Fengcheng";28.20040916;115.7700288;61469;"CHN";"Jiangxi"
"Jian";27.13042279;114.9999983;490221;"CHN";"Jiangxi"
"Shangrao";28.47039268;117.9699979;922421.5;"CHN";"Jiangxi"
"Jingdezhen";29.27042137;117.1800203;383931.5;"CHN";"Jiangxi"
"Taizhou";32.4904057;119.9000093;612356;"CHN";"Jiangsu"
"Shuyang";34.12986635;118.7733597;1770000;"CHN";"Jiangsu"
"Lianyungang";34.60043194;119.170028;715600;"CHN";"Jiangsu"
"Lishui";28.45041974;119.9000093;135861.5;"CHN";"Zhejiang"
"Jiaojing";28.6804057;121.4499922;471152;"CHN";"Zhejiang"
"Quzhou";28.97043968;118.8699947;226108;"CHN";"Zhejiang"
"Fuyu";45.18038047;124.8200191;247804.5;"CHN";"Jilin"
"Dunhua";43.35049217;128.2200183;170357;"CHN";"Jilin"
"Nongan";44.43040041;125.1700752;141482;"CHN";"Jilin"
"Taonan";45.33042299;122.7800402;114715;"CHN";"Jilin"
"Liuhe";42.27885215;125.7173287;67956.5;"CHN";"Jilin"
"Huinan";42.62293968;126.2614298;43261.5;"CHN";"Jilin"
"Panshi";42.94263592;126.0561193;83208;"CHN";"Jilin"
"Jiaohe";43.71628379;127.3459631;90420;"CHN";"Jilin"
"Linjiang";41.83634686;126.9359623;76732;"CHN";"Jilin"
"Wangqing";43.32478314;129.7343444;79825;"CHN";"Jilin"
"Helong";42.53475384;129.0043632;83032.5;"CHN";"Jilin"
"Shulan";44.40910972;126.9487264;78092;"CHN";"Jilin"
"Jiutai";44.14473309;125.8443493;190257;"CHN";"Jilin"
"Alxa Zuoqi";38.83901044;105.6686299;56387;"CHN";"Nei Mongol"
"Linxi";43.51707115;118.0333016;679;"CHN";"Nei Mongol"
"Kailu";43.58373374;121.1999816;2809;"CHN";"Nei Mongol"
"Bairin Zuoqi";43.98370933;119.1833606;48540;"CHN";"Nei Mongol"
"Yitulihe";50.65162274;121.5166548;19645;"CHN";"Nei Mongol"
"Yakeshi";49.28041445;120.7300362;107047;"CHN";"Nei Mongol"
"Bugt";48.78380393;121.9333736;17457;"CHN";"Nei Mongol"
"Wuyuan";41.08962242;108.2721919;30057;"CHN";"Nei Mongol"
"Bayan Obo";41.76764305;109.9711063;27476;"CHN";"Nei Mongol"
"Fengzhen";40.45469993;113.1443493;85809;"CHN";"Nei Mongol"
"Suihua";46.63042116;126.9799906;250903;"CHN";"Heilongjiang"
"Shuangyashan";46.67041872;131.3500081;500000;"CHN";"Heilongjiang"
"Shangzhi";45.22042971;127.9700077;89699.5;"CHN";"Heilongjiang"
"Fujin";47.2703821;132.019993;80092.5;"CHN";"Heilongjiang"
"Yian";47.88039654;125.2999898;39924;"CHN";"Heilongjiang"
"Tailai";46.3903583;123.409976;71307.5;"CHN";"Heilongjiang"
"Longjiang";47.34040367;123.1800158;87115;"CHN";"Heilongjiang"
"Gannan";47.92036826;123.5100215;46854.5;"CHN";"Heilongjiang"
"Hailun";47.45042279;126.9300195;104848.5;"CHN";"Heilongjiang"
"Mishan";45.55038373;131.8800016;80459;"CHN";"Heilongjiang"
"Tieli";46.95037579;128.0500028;109228.5;"CHN";"Heilongjiang"
"Shuangcheng";45.35034426;126.2799816;118525;"CHN";"Heilongjiang"
"Zhaodong";46.08042889;125.98;167193;"CHN";"Heilongjiang"
"Lanxi";46.2663607;126.2759509;67011;"CHN";"Heilongjiang"
"Keshan";48.02633079;125.8659501;72403;"CHN";"Heilongjiang"
"Nancha";47.13635927;129.285948;104570.5;"CHN";"Heilongjiang"
"Xinqing";48.23634381;129.5059346;42617.5;"CHN";"Heilongjiang"
"Hulin";45.76902671;132.9922334;42559;"CHN";"Heilongjiang"
"Boli";45.75636599;130.5759468;83317;"CHN";"Heilongjiang"
"Ningan";44.33133669;129.4659371;54636;"CHN";"Heilongjiang"
"Jyekundo";33.01662681;96.73330969;16500;"CHN";"Gansu"
"Liuzhou";24.28000246;109.2500134;1436030.5;"CHN";"Guangxi"
"Xingyi";25.09041811;104.8900211;539536;"CHN";"Guizhou"
"Anshun";26.25039899;105.9300093;600468;"CHN";"Guizhou"
"Zunyi";27.70002626;106.9200264;657646;"CHN";"Guizhou"
"Wanzhou";30.81999086;108.4000394;1680000;"CHN";"Chongqing"
"Huaibei";33.95036826;116.7500207;908019.5;"CHN";"Anhui"
"Wuhu";31.3504236;118.3699735;658762;"CHN";"Anhui"
"Luan";31.75034751;116.4800114;1408227.5;"CHN";"Anhui"
"Bengbu";32.94999005;117.330037;735324;"CHN";"Anhui"
"Anqing";30.49995872;117.0500024;469579;"CHN";"Anhui"
"Foshan";23.03005292;113.1200097;785174;"CHN";"Guangdong"
"Nagchu";31.48000226;92.05002966;2250;"CHN";"Xizang"
"Nyingchi";29.53329938;94.41670691;55;"CHN";"Xizang"
"Chamdo";31.16668805;97.23327917;93140;"CHN";"Xizang"
"Korla";41.72999676;86.15002803;192919;"CHN";"Xinjiang Uygur"
"Kuqa";41.72774884;82.93637406;89802;"CHN";"Xinjiang Uygur"
"Tacheng";46.75002626;82.95001664;49796;"CHN";"Xinjiang Uygur"
"Shihezi";44.29996909;86.02993201;572977;"CHN";"Xinjiang Uygur"
"Karamay";45.58994204;84.8599259;108769;"CHN";"Xinjiang Uygur"
"Aksu";41.15000633;80.25002641;309704.5;"CHN";"Xinjiang Uygur"
"Sanya";18.25910454;109.5040317;253721;"CHN";"Hainan"
"Haikou";20.05000226;110.3200256;1606808.5;"CHN";"Hainan"
"Hanzhong";33.12997906;107.0299939;145986;"CHN";"Shaanxi"
"Baoji";34.38000612;107.1499865;800000;"CHN";"Shaanxi"
"Tongchuan";35.07998924;109.0299751;252930.5;"CHN";"Shaanxi"
"Linfen";36.08034161;111.520004;533283;"CHN";"Shanxi"
"Yuci";37.68039899;112.7300077;537964.5;"CHN";"Shanxi"
"Datong";40.08001996;113.2999987;1462839;"CHN";"Shanxi"
"Jianmen";30.65005292;113.1600073;937875;"CHN";"Hubei"
"Yichang";30.69997235;111.2800187;675862.5;"CHN";"Hubei"
"Xiantao";30.3704059;113.4400419;897703;"CHN";"Hubei"
"Macheng";31.17999473;115.0300223;126366;"CHN";"Hubei"
"Huangshi";30.22000165;115.0999922;688090;"CHN";"Hubei"
"Zhuzhou";27.82999249;113.1500337;894679;"CHN";"Hunan"
"Yongzhou";26.23037437;111.6199979;700180.5;"CHN";"Hunan"
"Yiyang";28.60041058;112.3300321;777304;"CHN";"Hunan"
"Changde";29.02999676;111.6800459;993390;"CHN";"Hunan"
"Shaoyang";26.99999147;111.2000752;45617;"CHN";"Hunan"
"Leshan";29.56709576;103.7333475;655738.5;"CHN";"Sichuan"
"Panzhihua";26.5499931;101.7300073;446298;"CHN";"Sichuan"
"Fulin";29.35000307;102.7167171;1049;"CHN";"Sichuan"
"Guangyuan";32.42999595;105.870013;325400;"CHN";"Sichuan"
"Luzhou";28.87998008;105.380017;1537000;"CHN";"Sichuan"
"Yibin";28.7699868;104.5700406;572055.5;"CHN";"Sichuan"
"Zhaotang";27.32038535;103.720015;459200;"CHN";"Yunnan"
"Lijiang";26.80000368;100.2665824;18445;"CHN";"Yunnan"
"Yuxi";24.37999636;102.5700077;250077;"CHN";"Yunnan"
"Dali";25.70001914;100.1799727;145362.5;"CHN";"Yunnan"
"Qinhuangdao";39.93036501;119.6200264;881359;"CHN";"Hebei"
"Langfang";39.5203642;116.6799991;694465.5;"CHN";"Hebei"
"Zhangjiakou";40.83000002;114.9299768;802820.5;"CHN";"Hebei"
"Tangshan";39.62433718;118.194377;1737974.5;"CHN";"Hebei"
"Anyang";36.07997988;114.3500122;834064.5;"CHN";"Henan"
"Jiaozuo";35.2500047;113.2200036;687270;"CHN";"Henan"
"Kaifeng";34.85000327;114.3500122;872000;"CHN";"Henan"
"Shangqiu";34.45041526;115.6500362;967109;"CHN";"Henan"
"Pingdingshan";33.73040753;113.2999987;849000;"CHN";"Henan"
"Xinyang";32.130376;114.0699776;1411944;"CHN";"Henan"
"Xinxiang";35.32043968;113.8699898;823300.5;"CHN";"Henan"
"Luoyang";34.67998781;112.4700752;1552790.5;"CHN";"Henan"
"Liaoyang";41.27999839;123.1800158;740945;"CHN";"Liaoning"
"Dandong";40.14360781;124.3935852;750986.5;"CHN";"Liaoning"
"Yingkow";40.67034568;122.2800191;693079.5;"CHN";"Liaoning"
"Jinzhou";41.12036989;121.1000394;780134.5;"CHN";"Liaoning"
"Fuxin";42.0104706;121.6600052;729525;"CHN";"Liaoning"
"Benxi";41.33038291;123.7500069;923933;"CHN";"Liaoning"
"Fushun";41.86538902;123.8699996;1435323;"CHN";"Liaoning"
"Jining";35.40040895;116.5500329;818163.5;"CHN";"Shandong"
"Weifang";36.7204059;119.1001098;973866;"CHN";"Shandong"
"Taian";36.19999839;117.1200756;1629000;"CHN";"Shandong"
"Heze";35.22998008;115.4500484;796301;"CHN";"Shandong"
"Laiyang";36.9684011;120.7084354;209797;"CHN";"Shandong"
"Xinyu";27.80002016;114.9299768;505240;"CHN";"Jiangxi"
"Ganzhou";25.91997988;114.9500272;1216134.5;"CHN";"Jiangxi"
"Jiujiang";29.72997988;115.9800419;545616;"CHN";"Jiangxi"
"Changzhou";31.77998395;119.9699792;1138009;"CHN";"Jiangsu"
"Zhenjiang";32.21998293;119.4300122;743276;"CHN";"Jiangsu"
"Nantong";32.0303821;120.8250175;806625.5;"CHN";"Jiangsu"
"Jiaxing";30.77040733;120.7499833;727050.5;"CHN";"Zhejiang"
"Huzhou";30.87037539;120.0999971;694660;"CHN";"Zhejiang"
"Shaoxing";30.00037681;120.5700459;599141.5;"CHN";"Zhejiang"
"Jinhua";29.12004295;119.6499987;617529;"CHN";"Zhejiang"
"Liaoyuan";42.89997703;125.1299743;485898.5;"CHN";"Jilin"
"Tumen";42.9699986;129.8200756;89220;"CHN";"Jilin"
"Siping";43.17001223;124.3300232;528811;"CHN";"Jilin"
"Baicheng";45.62001772;122.8200378;351915.5;"CHN";"Jilin"
"Wuhai";39.66469647;106.8122294;218427;"CHN";"Nei Mongol"
"Erenhot";43.66155845;111.9654549;19357;"CHN";"Nei Mongol"
"Jining";41.02998781;113.0800122;270236.5;"CHN";"Nei Mongol"
"Arxan";47.18330731;119.9666202;32023;"CHN";"Nei Mongol"
"Manzhouli";49.59998151;117.4299792;74214;"CHN";"Nei Mongol"
"Xilinhot";43.94433189;116.0443274;116156.5;"CHN";"Nei Mongol"
"Heihe";50.25001935;127.4460087;54923;"CHN";"Heilongjiang"
"Qitaihe";45.7999809;130.8500386;397825;"CHN";"Heilongjiang"
"Yichun";47.69994244;128.8999768;443111.5;"CHN";"Heilongjiang"
"Hegang";47.40001243;130.3700162;657833.5;"CHN";"Heilongjiang"
"Nenjiang";49.1799813;125.2300199;79685;"CHN";"Heilongjiang"
"Nehe";48.48999758;124.8800154;74937.5;"CHN";"Heilongjiang"
"Mudangiang";44.57501691;129.5900122;954957.5;"CHN";"Heilongjiang"
"Xuanzhou";30.9525;118.7552778;866000;"CHN";"Anhui"
"Zhuhai";22.2769444;113.5677778;1023000;"CHN";"Guangdong"
"Xianyang";34.3455556;108.7147222;1126000;"CHN";"Shaanxi"
"Xiangfan";32.01999514;112.1300443;765978;"CHN";"Hubei"
"Suining";30.5333333;105.5333333;1425000;"CHN";"Sichuan"
"Lingyuan";41.24;119.4011111;806000;"CHN";"Liaoning"
"Weihai";37.49997072;122.0999784;356425;"CHN";"Shandong"
"Yichun";27.8333333;114.4;982000;"CHN";"Jiangxi"
"Yancheng";33.3855556;120.1252778;839000;"CHN";"Jiangsu"
"Fuyang";30.0533333;119.9519444;771000;"CHN";"Zhejiang"
"Xiamen";24.44999208;118.080017;1548668.5;"CHN";"Fujian"
"Nanchong";30.78043256;106.1299971;2174000;"CHN";"Sichuan"
"Neijiang";29.58037661;105.0500114;1006427;"CHN";"Sichuan"
"Nanyang";33.00040041;112.5300199;1097766;"CHN";"Henan"
"Jinxi";40.7503408;120.8299784;1369623.5;"CHN";"Liaoning"
"Yantai";37.53040814;121.4000211;1417666;"CHN";"Shandong"
"Zaozhuang";34.88000144;117.5700223;1164332.5;"CHN";"Shandong"
"Suzhou";31.30047833;120.620017;1496545.5;"CHN";"Jiangsu"
"Xuzhou";34.28001223;117.1800203;1645096.5;"CHN";"Jiangsu"
"Wuxi";31.57999615;120.2999849;1428823.5;"CHN";"Jiangsu"
"Jilin";43.84997072;126.5500427;2138988.5;"CHN";"Jilin"
"Zhangye";38.9299868;100.4500337;163478;"CHN";"Gansu"
"Wuwei";37.92800661;102.6410111;493092;"CHN";"Gansu"
"Dunhuang";40.14267763;94.66201493;139225;"CHN";"Gansu"
"Tianshui";34.60001853;105.9199841;649883.5;"CHN";"Gansu"
"Dulan";36.16658958;98.26660111;50;"CHN";"Gansu"
"Golmud";36.416626;94.88334509;107092;"CHN";"Gansu"
"Yulin";22.62997398;110.1500101;637742.5;"CHN";"Guangxi"
"Bose";23.8997156;106.6133268;132942.5;"CHN";"Guangxi"
"Wuzhou";23.48002545;111.3200162;354080.5;"CHN";"Guangxi"
"Lupanshui";26.59443483;104.8333321;886256;"CHN";"Guizhou"
"Quanzhou";24.9000163;118.5799865;823571.5;"CHN";"Fujian"
"Hefei";31.85003135;117.2800142;1711952;"CHN";"Anhui"
"Suzhou";33.6361111;116.9788889;1964000;"CHN";"Anhui"
"Zhanjiang";21.19998374;110.3800219;1113895;"CHN";"Guangdong"
"Shaoguan";24.79997072;113.5799816;674507.5;"CHN";"Guangdong"
"Xigaze";29.25000917;88.88334957;59314.5;"CHN";"Xizang"
"Shache";38.42614158;77.25000281;282391.5;"CHN";"Xinjiang Uygur"
"Yining";43.90001935;81.35001094;403489;"CHN";"Xinjiang Uygur"
"Altay";47.86659894;88.11662634;140670.5;"CHN";"Xinjiang Uygur"
"Shizuishan";39.23327578;106.7690279;109824;"CHN";"Ningxia Hui"
"Yulin";38.28330792;109.7332914;123415;"CHN";"Shaanxi"
"Ankang";32.67998069;109.0200016;1025000;"CHN";"Shaanxi"
"Houma";35.61998212;111.2099971;102400;"CHN";"Shanxi"
"Yueyang";29.38005292;113.1000109;826000;"CHN";"Hunan"
"Hengyang";26.88002464;112.5900162;887801;"CHN";"Hunan"
"Mianyang";31.46997703;104.7699768;830068;"CHN";"Sichuan"
"Xichang";27.88001528;102.2999983;253390;"CHN";"Sichuan"
"Baoshan";25.11997703;99.15000972;925000;"CHN";"Yunnan"
"Gejiu";23.37997988;103.1500756;142620;"CHN";"Yunnan"
"Shijianzhuang";38.05001467;114.4799784;2204737;"CHN";"Hebei"
"Handan";36.5799752;114.4799784;1494659;"CHN";"Hebei"
"Anshan";41.11502138;122.9400305;1419137.5;"CHN";"Liaoning"
"Dalian";38.92283839;121.6298308;2601153.5;"CHN";"Liaoning"
"Qingdao";36.08997927;120.3300089;2254122.5;"CHN";"Shandong"
"Linyi";35.07998924;118.329976;1176334.5;"CHN";"Shandong"
"Huaiyin";33.58000327;119.0299849;909615;"CHN";"Jiangsu"
"Wenzhou";28.0199809;120.6500927;1607836;"CHN";"Zhejiang"
"Ningbo";29.87997072;121.5500378;1321433.5;"CHN";"Zhejiang"
