"name";"lat";"lng";"population";"iso3";"province"
"Qal eh-ye Now";34.98300013;63.13329964;2997;"AFG";"Badghis"
"Chaghcharan";34.5167011;65.25000063;15000;"AFG";"Ghor"
"Lashkar Gah";31.58299802;64.35999955;201546;"AFG";"Hilmand"
"Zaranj";31.11200108;61.88699752;49851;"AFG";"Nimroz"
"Tarin Kowt";32.63329815;65.86669865;10000;"AFG";"Uruzgan"
"Zareh Sharan";32.85000016;68.41670453;13737;"AFG";"Paktika"
"Asadabad";34.86600004;71.15000459;48400;"AFG";"Kunar"
"Taloqan";36.72999904;69.54000364;64256;"AFG";"Takhar"
"Mahmud-E Eraqi";35.01669608;69.33330065;7407;"AFG";"Kapisa"
"Mehtar Lam";34.65000001;70.16670052;17345;"AFG";"Laghman"
"Baraki Barak";33.9667021;68.96670354;22305;"AFG";"Logar"
"Aybak";36.26100015;68.04000051;24000;"AFG";"Samangan"
"Mayda Shahr";34.45000209;68.79999663;35008;"AFG";"Wardak"
"Karokh";34.48676963;62.59177608;14388.5;"AFG";"Hirat"
"Sheberghan";36.65798077;65.73830237;74441;"AFG";"Jawzjan"
"Pol-e Khomri";35.95107302;68.70111894;41029;"AFG";"Baghlan"
"Balkh";36.75011985;66.89973018;147426;"AFG";"Balkh"
"Meymaneh";35.93022158;64.77009273;199795;"AFG";"Faryab"
"Andkhvoy";36.93165916;65.10149369;50469;"AFG";"Faryab"
"Qalat";32.11226341;66.8867594;12191;"AFG";"Zabul"
"Ghazni";33.56331179;68.41782873;129892.5;"AFG";"Ghazni"
"Feyzabad";37.12976076;70.57924719;52490;"AFG";"Badakhshan"
"Kondoz";36.72795066;68.87252966;210855.5;"AFG";"Kunduz"
"Jalalabad";34.44152692;70.43610347;401697;"AFG";"Nangarhar"
"Charikar";35.01826174;69.16791215;53676;"AFG";"Parwan"
"Gardiz";33.60005373;69.21462764;82680.5;"AFG";"Paktya"
"Bamian";34.82106447;67.52103593;61863;"AFG";"Bamyan"
"Baghlan";36.13933026;68.69925858;163598.5;"AFG";"Baghlan"
"Farah";32.39172955;62.09681921;58604;"AFG";"Farah"
"Herat";34.33000917;62.16999304;439232.5;"AFG";"Hirat"
"Mazar-e Sharif";36.69999371;67.10002803;365432.5;"AFG";"Balkh"
"Kandahar";31.61002016;65.69494584;613871;"AFG";"Kandahar"
"Kabul";34.51669029;69.18326005;3160266;"AFG";"Kabul"
"Mariehamn";60.09699618;19.94900447;10682;"ALD";"Finström"
"Kruje";41.51899817;19.79700359;21286;"ALB";"Durrës"
"Fier";40.73000402;19.5730026;69747.5;"ALB";"Fier"
"Lushnje";40.94000113;19.71600348;41469;"ALB";"Fier"
"Puke";42.03330302;19.88330448;6495;"ALB";"Shkodër"
"Bajram Curri";42.33330007;20.08330257;7967;"ALB";"Kukës"
"Kukes";42.08300107;20.43399653;17832;"ALB";"Kukës"
"Sarande";39.87700212;19.99999859;15147;"ALB";"Vlorë"
"Erseke";40.33330213;20.68329651;7890;"ALB";"Korçë"
"Pogradec";40.89999612;20.66400062;35000;"ALB";"Korçë"
"Korce";40.61667601;20.76666353;58259;"ALB";"Korçë"
"Berat";40.70999705;19.97199958;46866;"ALB";"Berat"
"Corovode";40.51670403;20.23329663;14046;"ALB";"Berat"
"Gramsh";40.86669601;20.19999652;11556;"ALB";"Elbasan"
"Librazhd";41.20000211;20.3667036;12691;"ALB";"Elbasan"
"Tepelene";40.2832981;20.03329854;11955;"ALB";"Gjirokastër"
"Permet";40.23399605;20.35199756;10686;"ALB";"Gjirokastër"
"Gjirokaster";40.07899809;20.14900256;23437;"ALB";"Gjirokastër"
"Peshkopi";41.6833021;20.43330349;14848;"ALB";"Dibër"
"Burrel";41.62599908;20.01600053;15405;"ALB";"Dibër"
"Lezhe";41.78799914;19.65400254;18695;"ALB";"Lezhë"
"Rreshen";41.78330106;19.81670459;10064;"ALB";"Lezhë"
"Vlore";40.47736005;19.49823075;89508.5;"ALB";"Vlorë"
"Elbasan";41.12150677;20.08382808;132956.5;"ALB";"Elbasan"
"Durres";41.3177997;19.44820797;132233;"ALB";"Durrës"
"Shkoder";42.06845156;19.51884965;122006;"ALB";"Shkodër"
"Tirana";41.32754071;19.81888301;658318;"ALB";"Durrës"
"Jijel";36.82199703;5.76600356;148000;"DZA";"Jijel"
"Tizi-Ouzou";36.80000111;4.033332556;144000;"DZA";"Tizi Ouzou"
"Bordj Bou Arreridj";36.05900401;4.629996466;134500;"DZA";"Bordj Bou Arréridj"
"M'sila";35.7000031;4.545000584;125000;"DZA";"M'Sila"
"Guelma";36.46600213;7.427997486;123590;"DZA";"Guelma"
"Oum el Bouaghi";35.84999715;7.149996522;100821;"DZA";"Oum el Bouaghi"
"Timimoun";29.23652163;0.269998737;26568;"DZA";"Adrar"
"Sidi bel Abbes";35.19034426;-0.639971559;200186.5;"DZA";"Sidi Bel Abbès"
"Tlimcen";34.89041424;-1.32000757;181059;"DZA";"Tlemcen"
"Beni Ounif";32.04926984;-1.251381268;5628;"DZA";"Béchar"
"Abadla";31.01708478;-2.733306317;14364;"DZA";"Béchar"
"Sefra";32.76041506;-0.579949383;51118;"DZA";"Naâma"
"Skikda";36.88042198;6.899981647;193941.5;"DZA";"Skikda"
"Djanet";24.5529057;9.482252969;666;"DZA";"Illizi"
"I-n-Amenas";28.0503408;9.550000772;216;"DZA";"Illizi"
"In Amguel";23.69394004;5.164738727;3030;"DZA";"Tamanghasset"
"El Bayadh";33.6903583;1.009953571;67413;"DZA";"El Bayadh"
"El Oued";33.37040367;6.859984089;177497;"DZA";"Biskra"
"Hassi Messaoud";31.70234011;6.054451862;18124;"DZA";"Ouargla"
"Chlef";36.17041363;1.319960489;449167;"DZA";"Chlef"
"Mascara";35.40040895;0.14003251;108230;"DZA";"Mascara"
"Mostaganem";35.940376;0.089983885;159177;"DZA";"Mostaganem"
"Saida";34.84039146;0.14003251;134855;"DZA";"Saïda"
"Tiarat";35.38043601;1.319960489;184195;"DZA";"Tiaret"
"Bejaia";36.76037762;5.070015827;274520;"DZA";"Béjaïa"
"Blida";36.4203467;2.829997517;388174;"DZA";"Blida"
"Bouira";36.38047833;3.900009724;110144;"DZA";"Bouira"
"Medea";36.27040753;2.770001179;145863.5;"DZA";"Médéa"
"Souk Ahras";36.29038047;7.949995075;134947;"DZA";"Souk Ahras"
"Tebessa";35.41043418;8.120010537;171742;"DZA";"Tébessa"
"Adrar";27.86999005;-0.289967083;56910;"DZA";"Adrar"
"Reggane";26.69998395;0.166645873;22351.5;"DZA";"Adrar"
"Bechar";31.61110537;-2.230003704;142415.5;"DZA";"Béchar"
"Tindouf";27.67418805;-8.147782025;18270;"DZA";"Tindouf"
"Illizi";26.48335634;8.466604369;7293;"DZA";"Illizi"
"Arak";25.2799931;3.749993041;423251;"DZA";"Tamanghasset"
"I-n-Salah";27.21664492;2.466608845;28632;"DZA";"Tamanghasset"
"El Golea";30.56662132;2.883327595;32049;"DZA";"Ghardaïa"
"Laghouat";33.80998924;2.880020303;108279;"DZA";"Laghouat"
"Touggourt";33.0999809;6.05998124;91499;"DZA";"Ouargla"
"Ouargla";31.96997235;5.340025186;176271;"DZA";"Ouargla"
"Biskra";34.85997683;5.73002722;202103;"DZA";"Biskra"
"Djelfa";34.67998781;3.250023558;170901;"DZA";"Djelfa"
"Setif";36.18002545;5.399969847;274744;"DZA";"Sétif"
"Batna";35.56995933;6.170000365;269467;"DZA";"Batna"
"Annaba";36.92000612;7.759980834;355047;"DZA";"Annaba"
"Constantine";36.35998863;6.599948281;527638;"DZA";"Constantine"
"Oran";35.71000246;-0.61997278;721992;"DZA";"Oran"
"Tamanrasset";22.78500327;5.522804727;71808;"DZA";"Tamanghasset"
"Ghardaia";32.48999229;3.669997923;125480;"DZA";"Ghardaïa"
"Algiers";36.7630648;3.05055253;2665831.5;"DZA";"Alger"
"Pago Pago";-14.2766105;-170.7066451;12038;"ASM";
"Andorra";42.50000144;1.516485961;38127;"AND";
"Mucusso";-18.01953449;21.42999914;100;"AGO";"Cuando Cubango"
"Lucapa";-8.419603659;20.74001542;25578;"AGO";"Lunda Norte"
"Capenda-Camulemba";-9.4195943;18.43002722;79842.5;"AGO";"Lunda Norte"
"Saurimo";-9.659579652;20.39001094;40907;"AGO";"Lunda Sul"
"Muconda";-10.59962563;21.31998002;2324;"AGO";"Lunda Sul"
"Cacolo";-10.14962726;19.2600024;984;"AGO";"Lunda Sul"
"Caxito";-8.579542217;13.65998246;15665.5;"AGO";"Bengo"
"Camabatela";-8.189591859;15.37000728;12731;"AGO";"Cuanza Norte"
"Ndalatando";-9.299549948;14.90998368;8144;"AGO";"Cuanza Norte"
"Quibala";-10.72959186;14.97995357;5248.5;"AGO";"Cuanza Sul"
"Calulo";-9.999610577;14.90001013;795;"AGO";"Cuanza Sul"
"Waku Kungo";-11.35952757;15.1199967;11519.5;"AGO";"Cuanza Sul"
"Songo";-7.349591452;14.84998734;10579;"AGO";"Uíge"
"Mbanza-Congo";-6.269605694;14.23999874;42201;"AGO";"Zaire"
"Nzeto";-7.229598776;12.86003129;19705.5;"AGO";"Zaire"
"Soyo";-6.129614239;12.36998368;65329;"AGO";"Zaire"
"Cabinda";-5.55962319;12.18999467;78905.5;"AGO";"Cabinda"
"Calucinga";-11.31958169;16.19998246;531;"AGO";"Bié"
"Camacupa";-12.01959064;17.46998246;19489;"AGO";"Bié"
"Cubal";-13.03958006;14.23999874;4837;"AGO";"Benguela"
"Mavinga";-15.7895414;20.36003861;30000;"AGO";"Cuando Cubango"
"Cuito Caunavale";-15.15960569;19.16998205;149;"AGO";"Cuando Cubango"
"Luiana";-17.36954832;22.99998083;150;"AGO";"Cuando Cubango"
"Ondjiva";-17.06961831;15.73003699;8748;"AGO";"Cunene"
"Chitado";-17.31962889;13.92001827;468.5;"AGO";"Cunene"
"Chibemba";-15.74959552;14.0800085;1502;"AGO";"Huíla"
"Chibia";-15.1896297;13.69000647;1411;"AGO";"Huíla"
"Quipungo";-14.82954832;14.55000565;186;"AGO";"Huíla"
"Luau";-10.7095414;22.23000199;9964;"AGO";"Moxico"
"Cangamba";-13.69959145;19.86001745;1307;"AGO";"Moxico"
"Lumbala Nguimbo";-14.09961871;21.44002437;25;"AGO";"Moxico"
"Cazombo";-11.88957273;22.90003861;298;"AGO";"Moxico"
"Dundo";-7.380028871;20.82998409;11985;"AGO";"Lunda Norte"
"Ambriz";-7.85498696;13.12502803;17000;"AGO";"Bengo"
"Dondo";-9.690017071;14.43001298;2353;"AGO";"Cuanza Norte"
"Sumbe";-11.21002765;13.8499967;29638.5;"AGO";"Cuanza Sul"
"Uige";-7.620014222;15.04997514;56787.5;"AGO";"Uíge"
"Kuito";-12.38003375;16.93998897;113955;"AGO";"Bié"
"Lobito";-12.37000853;13.54123002;170733;"AGO";"Benguela"
"Xangongo";-16.74002602;14.96998002;447;"AGO";"Cunene"
"Luena";-11.79004393;19.90001501;17276.5;"AGO";"Moxico"
"Tômbua";-15.80003172;11.85998897;40000;"AGO";"Namibe"
"Malanje";-9.540000388;16.34002559;106451;"AGO";"Malanje"
"Benguela";-12.57826455;13.40723303;142017;"AGO";"Benguela"
"Lubango";-14.91000853;13.49001868;114086.5;"AGO";"Huíla"
"Namibe";-15.19004311;12.16002234;128130.5;"AGO";"Namibe"
"Menongue";-14.66661253;17.69999426;13030;"AGO";"Cuando Cubango"
"Huambo";-12.74998533;15.76000932;986000;"AGO";"Huambo"
"Luanda";-8.838286114;13.23442704;3562086;"AGO";"Luanda"
"Artigas Base";-62.17388669;-58.86386407;34.5;"ATA";
"Capitan Arturo Prat Station";-62.49950682;-59.68331852;41;"ATA";
"Marambio Station";-64.23288939;-56.6500153;102.5;"ATA";
"Zucchelli Station";-74.61919259;164.2190271;60;"ATA";
"Rothera Station";-67.5647756;-68.12354055;76;"ATA";
"Palmer Station";-64.76241335;-64.0468756;30.5;"ATA";
"Base Presidente Montalva";-62.18274357;-58.90765233;115;"ATA";
"Carlini Station";-62.22414386;-58.65047599;40;"ATA";
"King Sejong Station";-62.2248534;-58.77159876;53.5;"ATA";
"Great Wall Station";-62.21631997;-58.9666956;26;"ATA";
"Escudero Base";-62.19496251;-58.95266582;20;"ATA";
"Elephant Island";-61.99958901;-57.99998458;3;"ATA";
"Scott Base";-77.84693819;166.7491023;49.5;"ATA";
"McMurdo Station";-77.73228239;166.8694157;600;"ATA";
"Zhongshan Station";-69.43406299;76.33929808;42.5;"ATA";
"Vostok";-78.46628416;106.8000337;19;"ATA";
"Peter I Island";-68.83286701;90.49999508;0.5;"ATA";
"Mirny Station";-66.57552952;93.00628846;114.5;"ATA";
"Mawson Station";-67.61452032;62.87500073;40;"ATA";
"Davis Station";-68.77767439;78.14073509;45;"ATA";
"Concordia Research Station";-74.66630939;124.1670357;15;"ATA";
"Casey Station";-66.28608614;110.536214;125;"ATA";
"Amundsen–Scott South Pole Station";-89.98289386;139.2669926;125;"ATA";
"Wasa Station";-73.0496122;-13.41671106;5;"ATA";
"Troll Station";-72.01629026;2.533323119;25.5;"ATA";
"Svea Station";-74.58290363;-11.21669031;5;"ATA";
"Novolazarevskaya Station";-71.30123475;-11.8502129;35;"ATA";
"Neumayer Station III";-70.89039668;-7.838438004;40;"ATA";
"Maitri Station";-70.7821796;11.7304584;33;"ATA";
"Halley Station";-76.09226319;-26.4741567;43;"ATA";
"Belgrano Station";-77.86632078;-34.61668319;57;"ATA";
"Camp Sobral";-81.17908472;-40.50153152;20;"ATA";
"Aboa Station";-75.04959349;-13.41671106;15;"ATA";
"San Martín Station";-68.1163216;-67.0999976;19;"ATA";
"Gen. O'Higgins Station";-63.32841823;-57.88959352;30;"ATA";
"Esperanza Station";-63.37532865;-57.02590151;152.5;"ATA";
"Orcadas Station";-60.7328963;-44.73330082;29.5;"ATA";
"Signy Research Station";-60.63130815;-45.60070332;4;"ATA";
"Dumont d'Urville Station";-66.77505091;139.9636836;75;"ATA";
"Showa Station";-69.03039249;39.7460831;50;"ATA";
"Saint John's";17.11803652;-61.85003382;29862.5;"ATG";
"28 de Noviembre";-51.65003986;-72.30001612;5300;"ARG";"Santa Cruz"
"Gobernador Gregores";-48.76659829;-70.25001205;2519;"ARG";"Santa Cruz"
"Comondante Luis Piedrabuena";-49.97454865;-68.90347273;410;"ARG";"Santa Cruz"
"Paso Rio Mayo";-45.68337563;-70.26657434;1825;"ARG";"Chubut"
"Alto Rio Sanguer";-45.03328611;-70.83328394;1548;"ARG";"Chubut"
"El Maiten";-42.05000568;-71.16662276;4269;"ARG";"Chubut"
"Puerto Madryn";-42.77001341;-65.04001998;61159;"ARG";"Chubut"
"Trelew";-43.25003579;-65.3299506;93128.5;"ARG";"Chubut"
"Las Heras";-32.82503904;-68.80167668;66663;"ARG";"Mendoza"
"San Martin";-33.06998533;-68.49001612;99974;"ARG";"Mendoza"
"Uspallata";-32.59311522;-69.34598454;2390;"ARG";"Mendoza"
"Cutral Co";-38.94001463;-69.24002202;47597;"ARG";"Neuquén"
"Punta Alta";-38.87996662;-62.0799681;55969.5;"ARG";"Ciudad de Buenos Aires"
"San Nicolas";-33.33002114;-60.24000289;117123.5;"ARG";"Ciudad de Buenos Aires"
"Campana";-34.15999632;-58.95997766;77149.5;"ARG";"Ciudad de Buenos Aires"
"Chacabuco";-34.65004393;-60.48998763;26645;"ARG";"Ciudad de Buenos Aires"
"Mercedes";-34.66001748;-59.44002588;48408.5;"ARG";"Ciudad de Buenos Aires"
"Lincoln";-34.88000405;-61.53994938;19924;"ARG";"Ciudad de Buenos Aires"
"Chivilcoy";-34.89995115;-60.03998926;43719;"ARG";"Ciudad de Buenos Aires"
"Veinticinco de Mayo";-35.42999632;-60.17998071;18749;"ARG";"Ciudad de Buenos Aires"
"Nueve de Julio";-35.44596434;-60.88998906;26716;"ARG";"Ciudad de Buenos Aires"
"Dolores";-36.33004474;-57.68997766;21586.5;"ARG";"Ciudad de Buenos Aires"
"Pedro Luro";-39.48334064;-62.68331629;7100;"ARG";"Ciudad de Buenos Aires"
"Tres Arroyos";-38.3699719;-60.26994938;34773.5;"ARG";"Ciudad de Buenos Aires"
"Coronel Suarez";-37.46661619;-61.9166189;20713;"ARG";"Ciudad de Buenos Aires"
"Balcarce";-37.83331216;-58.24999516;18967;"ARG";"Ciudad de Buenos Aires"
"25 de Mayo";-37.80003253;-67.68329533;17430;"ARG";"Río Negro"
"General Roca";-39.01995807;-67.60996647;38578;"ARG";"Río Negro"
"Comallo";-41.03332355;-70.26657434;741;"ARG";"Río Negro"
"Ingeniero Jacobacci";-41.30002562;-69.58330855;5719;"ARG";"Río Negro"
"General Conesa";-40.10004718;-64.43328699;2958;"ARG";"Río Negro"
"Choele Choel";-39.26660968;-65.68331405;9895.5;"ARG";"Río Negro"
"San Francisco";-31.43003375;-62.08996749;43231;"ARG";"Córdoba"
"Alta Gracia";-31.65999388;-64.4299797;30593;"ARG";"Córdoba"
"Villa Maria";-32.41002562;-63.26002527;76701;"ARG";"Córdoba"
"Bell Ville";-32.60003986;-62.67995732;29605;"ARG";"Córdoba"
"Villa Rumipal";-32.18332111;-64.48328394;1269;"ARG";"Córdoba"
"Villa Carlos Paz";-31.42000853;-64.50000126;60256;"ARG";"Córdoba"
"Chumbicha";-28.86662433;-66.23330632;2572;"ARG";"Catamarca"
"Tinogasta";-28.06662148;-67.56658411;587;"ARG";"Catamarca"
"Abra Pampa";-22.7166638;-65.6999797;4480;"ARG";"Jujuy"
"Humahuaca";-23.19999347;-65.34994938;11369;"ARG";"Jujuy"
"Susques";-23.41667275;-66.4833169;1093;"ARG";"Jujuy"
"Chepes";-31.34998696;-66.5999506;6020;"ARG";"La Rioja"
"Yacuiba";-22.03003904;-63.69999841;64811;"ARG";"Salta"
"Tartagal";-22.55000731;-63.81001754;59996.5;"ARG";"Salta"
"Joaquin V. Gonzalez";-25.08334105;-64.18335392;13376;"ARG";"Salta"
"General Guemes";-24.6666223;-65.04996769;19828;"ARG";"Salta"
"Trancas";-26.21665688;-65.28331262;1599;"ARG";"Tucumán"
"Presidencia Roque Saenz Pena";-26.7900069;-60.45001591;75958;"ARG";"Chaco"
"Pampa del Infierno";-26.51658689;-61.16658716;2921;"ARG";"Chaco"
"Villa Angela";-27.58329181;-60.7166663;30051;"ARG";"Chaco"
"Ingeniero Guillermo N. Juarez";-23.90000242;-61.84998214;6453;"ARG";"Formosa"
"Comandante Fontana";-25.33329995;-59.68331852;4277;"ARG";"Formosa"
"Doctor Pedro P. Pena";-22.47998574;-62.29998051;6143;"ARG";"Formosa"
"San Lorenzo";-28.12000324;-58.76998926;25833.5;"ARG";"Corrientes"
"Corrientes";-27.48996417;-58.80998682;339945;"ARG";"Corrientes"
"Concepcion del Uruguay";-32.47999551;-58.23999577;48275;"ARG";"Entre Ríos"
"Victoria";-32.61001341;-60.17998071;20032.5;"ARG";"Entre Ríos"
"Gualeguay";-33.15003213;-59.34000615;25913;"ARG";"Entre Ríos"
"Parana";-31.73332273;-60.53334416;226852;"ARG";"Entre Ríos"
"Villa Constitucion";-33.23002724;-60.35002202;30282.5;"ARG";"Santa Fe"
"Rafaela";-31.25004474;-61.49997766;69649;"ARG";"Santa Fe"
"Eldorado";-26.20001707;-54.59998539;17365;"ARG";"Misiones"
"Rodeo";-30.21558592;-69.1399506;701;"ARG";"San Juan"
"Las Plumas";-43.41627887;-67.24998845;605;"ARG";"Chubut"
"Gastre";-42.28296303;-69.23330408;557;"ARG";"Chubut"
"Telsen";-42.39959674;-66.95000676;493;"ARG";"Chubut"
"Malargue";-35.46611815;-69.58330855;11847;"ARG";"Mendoza"
"Tunuyan";-33.56618244;-69.01667647;22834;"ARG";"Mendoza"
"La Paz";-33.46613686;-67.54999597;4400;"ARG";"Mendoza"
"Chos Malal";-37.38295205;-70.26657434;8556;"ARG";"Neuquén"
"Las Lajas";-38.51626788;-70.36659408;1218;"ARG";"Neuquén"
"Zarate";-34.08956134;-59.04002446;86192;"ARG";"Ciudad de Buenos Aires"
"Carhue";-37.1828609;-62.73331323;7190;"ARG";"Ciudad de Buenos Aires"
"Darregueira";-37.69957355;-63.16659428;3412;"ARG";"Ciudad de Buenos Aires"
"Juarez";-37.66551878;-59.80002975;10609;"ARG";"Ciudad de Buenos Aires"
"Mar de Ajo";-36.71622272;-56.67660283;13610;"ARG";"Ciudad de Buenos Aires"
"Lobos";-35.184895;-59.09467228;18278;"ARG";"Ciudad de Buenos Aires"
"Chascomus";-35.56621539;-58.01662439;21054;"ARG";"Ciudad de Buenos Aires"
"Junin";-34.58456989;-60.95887374;66141.5;"ARG";"Ciudad de Buenos Aires"
"La Plata";-34.90961465;-57.95996118;440388.5;"ARG";"Ciudad de Buenos Aires"
"Pergamino";-33.89959878;-60.56998275;71448;"ARG";"Ciudad de Buenos Aires"
"Lujan";-34.57960895;-59.10999435;69744.5;"ARG";"Ciudad de Buenos Aires"
"Azul";-36.7796297;-59.86999964;43407.5;"ARG";"Ciudad de Buenos Aires"
"Villalonga";-39.88285114;-62.58332239;2838;"ARG";"Ciudad de Buenos Aires"
"Victorica";-36.21625324;-65.45002079;4458;"ARG";"La Pampa"
"General Pico";-35.65959471;-63.77001998;46483;"ARG";"La Pampa"
"San Antonio Oeste";-40.73287677;-64.93328231;8492;"ARG";"Río Negro"
"Sierra Colorado";-40.58286009;-67.79998071;1522;"ARG";"Río Negro"
"Mercedes";-33.68958576;-65.4699679;49345;"ARG";"San Luis"
"Rio Tercero";-32.1796004;-64.12002446;38049.5;"ARG";"Córdoba"
"Belen";-27.64959267;-67.03328333;11359;"ARG";"Catamarca"
"Rinconada";-22.43290851;-66.16659204;6209.5;"ARG";"Jujuy"
"San Pedro";-24.21962116;-64.87000452;55249;"ARG";"Jujuy"
"Libertador General San Martin";-23.81954222;-64.78998356;47559;"ARG";"Jujuy"
"Chilecito";-29.16552081;-67.49999903;20343;"ARG";"La Rioja"
"Chamical";-30.34958291;-66.3166604;8989;"ARG";"La Rioja"
"Los Blancos";-23.59960732;-62.60003972;1145;"ARG";"Salta"
"Cafayate";-26.08291828;-65.96660425;9478;"ARG";"Salta"
"Cerrillos";-24.89963133;-65.48330042;11498;"ARG";"Salta"
"San Antonio de los Cobres";-24.18293089;-66.35001754;4000;"ARG";"Salta"
"Anatuya";-28.46613198;-62.83330713;14133;"ARG";"Santiago del Estero"
"Frias";-28.64958331;-65.14998743;13594;"ARG";"Santiago del Estero"
"Monte Quemado";-25.79962807;-62.86658675;11387;"ARG";"Santiago del Estero"
"Juan Jose Castelli";-25.9495414;-60.61664657;9421;"ARG";"Chaco"
"Charata";-27.21628579;-61.19999597;18297;"ARG";"Chaco"
"Las Lomitas";-24.69959186;-60.60000676;7683;"ARG";"Formosa"
"Mercedes";-29.1795768;-58.0799797;22872.5;"ARG";"Corrientes"
"Concordia";-31.38957111;-58.02998275;132760.5;"ARG";"Entre Ríos"
"Sunchales";-30.93290648;-61.56661442;12655;"ARG";"Santa Fe"
"San Justo";-30.78288979;-60.58328943;9607;"ARG";"Santa Fe"
"Vera";-29.4661743;-60.21659347;9979;"ARG";"Santa Fe"
"Reconquista";-29.13952757;-59.65001306;86640.5;"ARG";"Santa Fe"
"Venado Tuerto";-33.74958209;-61.97000065;52079;"ARG";"Santa Fe"
"Esquel";-42.90003131;-71.31661361;20048;"ARG";"Chubut"
"Zapala";-38.90001707;-70.06666406;19152;"ARG";"Neuquén"
"Olavarria";-36.90003579;-60.3299974;65059;"ARG";"Ciudad de Buenos Aires"
"Tandil";-37.32001015;-59.15004358;84799.5;"ARG";"Ciudad de Buenos Aires"
"Viedma";-40.79995278;-63.0000153;54031;"ARG";"Ciudad de Buenos Aires"
"San Luis";-33.29999713;-66.35001754;308146;"ARG";"San Luis"
"Rio Cuarto";-33.13003335;-64.34998458;135959.5;"ARG";"Córdoba"
"San Salvador de Jujuy";-24.1833443;-65.30002995;258739;"ARG";"Jujuy"
"San Ramon de la Nueva Oran";-23.13999713;-64.32001225;69461.5;"ARG";"Salta"
"Goya";-29.13999266;-59.26998458;71274.5;"ARG";"Corrientes"
"Puerto San Julian";-49.30000242;-67.71665247;2347;"ARG";"Santa Cruz"
"Perito Moreno";-46.60001219;-70.93335535;3766;"ARG";"Santa Cruz"
"Rio Grande";-53.79144552;-67.6989952;31095;"ARG";"Tierra del Fuego"
"Ushuaia";-54.79000324;-68.31000126;50483.5;"ARG";"Tierra del Fuego"
"Sarmiento";-45.60002155;-69.08331323;5185;"ARG";"Chubut"
"San Rafael";-34.60002114;-68.33333317;79523.5;"ARG";"Mendoza"
"Necochea";-38.55998615;-58.74999048;70562;"ARG";"Ciudad de Buenos Aires"
"Rio Colorado";-38.96657632;-64.08328251;11499;"ARG";"La Pampa"
"Catamarca";-28.47000771;-65.78000065;162586;"ARG";"Catamarca"
"La Rioja";-29.40995034;-66.84996118;147130;"ARG";"La Rioja"
"Santiago del Estero";-27.78333128;-64.26665633;317549.5;"ARG";"Santiago del Estero"
"Resistencia";-27.45999184;-58.99002751;368455.5;"ARG";"Chaco"
"Gualeguaychu";-33.02001422;-58.52000452;55860.5;"ARG";"Entre Ríos"
"El Calafate";-50.33332436;-72.30001612;6329;"ARG";"Santa Cruz"
"San Juan";-31.55002643;-68.51998845;433892;"ARG";"San Juan"
"Rawson";-43.3000069;-65.09999048;25062.5;"ARG";"Chubut"
"Neuquen";-38.95003986;-68.05999068;213823.5;"ARG";"Neuquén"
"Santa Rosa";-36.6200012;-64.29998763;97693.5;"ARG";"La Pampa"
"San Carlos de Bariloche";-41.14995726;-71.29999964;91953;"ARG";"Río Negro"
"Salta";-24.78335936;-65.41663782;484646;"ARG";"Salta"
"Tucumán";-26.81600014;-65.21662419;678803.5;"ARG";"Tucumán"
"Formosa";-26.17283527;-58.1828158;202272;"ARG";"Formosa"
"Santa Fe";-31.62387205;-60.69000126;393504;"ARG";"Santa Fe"
"Rosario";-32.95112954;-60.66630762;1094784.5;"ARG";"Santa Fe"
"Puerto Deseado";-47.75001951;-65.89996749;3305;"ARG";"Santa Cruz"
"Rio Gallegos";-51.63329669;-69.21658675;77183;"ARG";"Santa Cruz"
"Comodoro Rivadavia";-45.87003091;-67.49999903;123291;"ARG";"Chubut"
"Mendoza";-32.88333006;-68.81661117;827815;"ARG";"Mendoza"
"Bahia Blanca";-38.74002684;-62.2650214;279041;"ARG";"Ciudad de Buenos Aires"
"Mar del Plata";-38.00002033;-57.57998438;554916;"ARG";"Ciudad de Buenos Aires"
"Córdoba";-31.39995807;-64.18229456;1374467.5;"ARG";"Córdoba"
"Posadas";-27.3578321;-55.88510735;334589.5;"ARG";"Misiones"
"Buenos Aires";-34.60250161;-58.39753137;11862073;"ARG";"Ciudad de Buenos Aires"
"Ashtarak";40.3016667;44.3591667;18779;"ARM";"Aragatsotn"
"Ijevan";40.8755556;45.1491667;14737;"ARM";"Tavush"
"Artashat";39.9538889;44.5505556;20562;"ARM";"Ararat"
"Gavarr";40.3588889;45.1266667;21680;"ARM";"Gegharkunik"
"Yeghegnadzor";39.7611111;45.3333333;8200;"ARM";"Vayots Dzor"
"Gyumri";40.78943402;43.84749385;140277.5;"ARM";"Shirak"
"Vanadzor";40.81276593;44.48828162;89295;"ARM";"Lori"
"Yerevan";40.18115074;44.51355139;1097742.5;"ARM";"Erevan"
"Oranjestad";12.53038373;-70.02899195;50887.5;"ABW";
"Central Coast";-33.42004148;151.3000048;3026;"AUS";"New South Wales"
"Sunshine Coast";-26.67998777;153.0500272;57215.5;"AUS";"Queensland"
"Bourke";-30.1;145.9333333;2475;"AUS";"New South Wales"
"Pine Creek";-13.81617348;131.816698;505;"AUS";"Northern Territory"
"Adelaide River";-13.2495414;131.0999975;237;"AUS";"Northern Territory"
